make,model,year,mileage,body_type,transmission,fuel_type,drivetrain,engine_cylinders,engine_volume,color,price
MERCEDES-BENZ,E 220,2003,215000,Sedan,Manual,Diesel,Rear,4.0,2.2,Blue,9722
LEXUS,RX 450 HYBRID,2010,148250,Jeep,Tiptronic,Hybrid,4x4,4.0,3.5,Black,39201
MERCEDES-BENZ,GLA 250,2015,99542,Jeep,Automatic,Petrol,4x4,4.0,2.0,White,188
TOYOTA,Aqua,2017,37490,Hatchback,Automatic,Petrol,Front,4.0,1.5,Black,35808
MERCEDES-BENZ,GLC 300,2018,12000,Jeep,Tiptronic,Petrol,Rear,12.0,2.0,Black,65545
TOYOTA,Camry,2018,31290,Sedan,Automatic,Petrol,Front,4.0,2.5,Blue,470
HYUNDAI,Elantra GT,2014,105000,Hatchback,Tiptronic,Petrol,Front,4.0,2.0,Blue,19444
NISSAN,Micra,1997,111111,Sedan,Manual,Petrol,Front,4.0,1.0,Blue,3700
FORD,Transit,1992,111111,Microbus,Manual,Diesel,Rear,2.0,2.5,Carnelian red,9000
HYUNDAI,Santa FE,2019,2730,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,73310
HYUNDAI,Santa FE,2015,31251,Jeep,Automatic,Diesel,Front,4.0,2.0,White,34340
CHEVROLET,Aveo,2014,59295,Hatchback,Automatic,Petrol,Front,4.0,1.6,Black,19071
HYUNDAI,Tucson,2017,69527,Jeep,Automatic,Diesel,Front,4.0,1.7,Black,50861
MITSUBISHI,Airtrek,2003,14500,Jeep,Tiptronic,Petrol,4x4,6.0,2.0,Silver,7840
MERCEDES-BENZ,ML 350,2008,366869,Jeep,Automatic,Diesel,4x4,6.0,3.5,Black,3763
MERCEDES-BENZ,E 350,2008,494317,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,4547
FORD,C-MAX,2014,50100,Hatchback,Automatic,Hybrid,Front,4.0,2.0,Grey,19444
FORD,C-MAX,2017,77254,Sedan,Automatic,Hybrid,Front,4.0,2.0,Black,27284
MERCEDES-BENZ,S 550,2014,98466,Sedan,Automatic,Petrol,Rear,8.0,4.6,Blue,48610
OPEL,Astra CNG,2003,162000,Universal,Manual,CNG,Front,4.0,1.6,Red,6272
LEXUS,GX 460,2017,0,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,110
HYUNDAI,Santa FE,2013,218280,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,33243
TOYOTA,Prius,2014,339710,Jeep,Automatic,Hybrid,Front,4.0,1.8,White,14113
DAEWOO,Lacetti,2010,86382,Sedan,Automatic,Petrol,Front,4.0,1.8,Silver,5739
BMW,530,1995,100000,Sedan,Manual,Petrol,Rear,6.0,3.0,Black,7840
BMW,X5 4.8is,2005,147200,Jeep,Tiptronic,Petrol,4x4,8.0,4.8,Silver,31361
LEXUS,GX 470,2013,154115,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,1490
SSANGYONG,Actyon,2017,54405,Jeep,Automatic,Diesel,Front,4.0,1.6,White,40926
HYUNDAI,Sonata,2010,648045,Sedan,Automatic,LPG,Front,4.0,2.0,Black,6272
TOYOTA,Prius,2011,489584,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,5959
MITSUBISHI,Pajero,1992,555555,Jeep,Automatic,CNG,4x4,6.0,3.0,Silver,7840
TOYOTA,Prius C ჰიბრიდი,2013,11000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Green,19444
ROVER,216,1997,162000,Sedan,Manual,Petrol,Front,4.0,1.6,Carnelian red,2500
HYUNDAI,Elantra,2011,35951,Sedan,Automatic,Petrol,Front,4.0,1.6,Blue,20005
TOYOTA,Tundra,2014,101928,Jeep,Automatic,Petrol,4x4,8.0,5.7,Black,188
TOYOTA,Prius,2013,6500,Sedan,Tiptronic,Hybrid,Front,4.0,1.8,Grey,17249
TOYOTA,Tacoma,2014,0,Sedan,Automatic,Petrol,Rear,6.0,4.0,Silver,6586
SSANGYONG,Korando,2013,92690,Jeep,Automatic,Diesel,Front,4.0,2.0,White,22947
CHEVROLET,Volt,2011,288778,Hatchback,Automatic,Hybrid,Front,4.0,1.4,Black,2666
PORSCHE,Cayenne,2014,56886,Jeep,Automatic,Petrol,4x4,6.0,3.6,Black,862
LEXUS,CT 200h,2011,116869,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,706
NISSAN,Micra,2001,200000,Coupe,Manual,Petrol,Front,4.0,1.0,Black,3500
HYUNDAI,Sonata,2016,317106,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15681
BMW,X6,2009,960000,Jeep,Tiptronic,Petrol,4x4,8.0,4.4,Silver,35438
TOYOTA,Prius V,2012,51000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,13500
VOLKSWAGEN,Jetta,2014,16856,Sedan,Automatic,Diesel,Front,4.0,2.0,Black,5331
TOYOTA,RAV 4,2012,159901,Jeep,Automatic,Petrol,Front,4.0,2.5,Brown,5959
JEEP,Grand Cherokee,2008,201567,Jeep,Automatic,CNG,4x4,8.0,4.7,White,13485
TOYOTA,Camry,2012,0,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,90
TOYOTA,Camry,2015,11500,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Brown,34497
MERCEDES-BENZ,ML 350,2012,271701,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,26657
HYUNDAI,H1,2016,124708,Universal,Automatic,Diesel,Front,4.0,2.5,Grey,44517
TOYOTA,Camry SPORT,2017,60000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,13172
FORD,Escape,2014,70165,Jeep,Automatic,Petrol,Front,4.0,1.6,White,30417
BMW,328,2005,0,Sedan,Tiptronic,Petrol,Rear,6.0,3.0,Black,15681
MITSUBISHI,Pajero,1998,0,Jeep,Manual,Petrol,4x4,6.0,3.0,Blue,10100
SSANGYONG,REXTON,2009,56629,Jeep,Automatic,Diesel,Front,4.0,2.7,Silver,9252
MERCEDES-BENZ,ML 350 sport,2010,126000,Jeep,Automatic,Petrol,4x4,6.0,3.5,Grey,25089
HYUNDAI,Elantra,2010,130814,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,11563
HYUNDAI,Genesis,2009,142380,Sedan,Automatic,Petrol,Front,4.0,3.8,Beige,25399
FORD,Escape,2008,209843,Sedan,Automatic,Hybrid,Front,4.0,0.4,Grey,188
HONDA,Civic,2008,140000,Sedan,Variator,Hybrid,Front,4.0,1.3,White,14113
BMW,X5,2012,273962,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,220
TOYOTA,Tacoma,2012,394069,Sedan,Automatic,Petrol,Rear,4.0,2.7,Black,627
TOYOTA,Camry,2014,179381,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,11133
ROVER,416,1996,123333,Sedan,Manual,Petrol,Front,4.0,1.6,Beige,1800
FORD,Fiesta,2013,102581,Sedan,Automatic,Petrol,Front,4.0,1.6,White,14113
KIA,Optima,2012,115000,Sedan,Tiptronic,Petrol,Front,4.0,2.0,White,22580
CHEVROLET,Traverse,2016,91822,Jeep,Automatic,Petrol,4x4,6.0,3.6,White,10506
FORD,Transit,2009,133000,Microbus,Manual,Diesel,4x4,4.0,2.4,White,21950
MITSUBISHI,Pajero,2010,70000,Jeep,Automatic,Petrol,4x4,6.0,3.8,Sky blue,36065
MERCEDES-BENZ,ML 350,2012,271701,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,26657
HYUNDAI,Elantra,2015,103891,Sedan,Automatic,Petrol,Front,4.0,1.6,White,25889
LAND ROVER,Range Rover,2007,197000,Jeep,Tiptronic,Diesel,4x4,6.0,2.7,Sky blue,25402
CHEVROLET,Volt,2017,52062,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Blue,26030
SSANGYONG,Actyon,2010,201935,Sedan,Automatic,Diesel,Front,4.0,2.0,White,14966
DAIHATSU,Terios,2008,67000,Jeep,Manual,Petrol,4x4,4.0,0.7,Black,10349
HONDA,Insight,2014,149970,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Grey,2274
HYUNDAI,Santa FE,2016,150415,Jeep,Automatic,Diesel,Front,4.0,2.0,White,41632
BMW,535,2010,102033,Sedan,Tiptronic,Petrol,Rear,6.0,3.0,Black,37006
DAEWOO,Lacetti,2009,117685,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,5883
DODGE,Caliber,2009,122000,Jeep,Tiptronic,Petrol,Front,4.0,2.0,White,14740
CHEVROLET,Cruze,2017,71498,Sedan,Automatic,Petrol,Front,4.0,1.4,Red,2038
MITSUBISHI,Outlander,2009,0,Jeep,Tiptronic,Petrol,4x4,6.0,3.0,Silver,20385
TOYOTA,Tacoma,2014,64994,Jeep,Automatic,Petrol,Rear,4.0,2.7,Grey,3293
TOYOTA,Noah,2004,170000,Minivan,Automatic,Petrol,Front,4.0,2.0,Silver,11290
TOYOTA,Camry,2014,109798,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,5488
MAZDA,Mazda 6 Grand touring,2013,125000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Grey,16308
TOYOTA,Vitz,2006,170032,Sedan,Automatic,Petrol,Front,4.0,1.3,Black,11604
VOLKSWAGEN,Jetta,2014,150000,Sedan,Automatic,Hybrid,Front,4.0,1.4,Black,17249
HYUNDAI,Sonata,2017,43178,Sedan,Automatic,Petrol,Front,4.0,2.0,White,49751
BMW,X4,2016,88000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Silver,73698
TOYOTA,Camry,2014,398069,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,1098
HYUNDAI,Elantra,2010,98578,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,15100
TOYOTA,Prius C,2014,102880,Hatchback,Variator,Hybrid,Front,1.0,1.5,Blue,20385
HYUNDAI,Tucson,2014,251201,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,25591
TOYOTA,Camry,2014,77803,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,21796
HONDA,FIT,2011,112000,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Black,7840
KIA,Optima,2016,116800,Sedan,Tiptronic,Petrol,Front,4.0,2.4,White,25089
TOYOTA,Camry,2016,123000,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,23521
TOYOTA,Camry,2017,61939,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,392
HONDA,Accord,2016,154854,Sedan,Automatic,Petrol,Front,4.0,2.4,Grey,7683
MERCEDES-BENZ,Vito,2008,269000,Minivan,Manual,Diesel,Rear,4.0,2.2,Silver,26657
LEXUS,IS 250,2015,70154,Sedan,Automatic,Petrol,Rear,6.0,2.5,White,5018
HYUNDAI,Santa FE,2015,110000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,48403
TOYOTA,Land Cruiser 11,2007,174300,Jeep,Tiptronic,Petrol,4x4,8.0,4.7,Silver,52373
LEXUS,GX 460,2017,69918,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,470
BMW,318,2005,110000,Coupe,Tiptronic,Petrol,Rear,4.0,2.0,Black,9408
LEXUS,GX 470,2015,273493,Jeep,Automatic,Petrol,4x4,8.0,4.6,Silver,69935
MERCEDES-BENZ,E 200,2010,210000,Sedan,Tiptronic,Diesel,Front,4.0,2.0,Black,32929
HYUNDAI,Elantra,2016,33017,Sedan,Automatic,Diesel,Front,4.0,1.6,White,23207
LEXUS,GX 460,2012,229334,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,52059
MERCEDES-BENZ,E 320,1997,258000,Sedan,Automatic,CNG,Rear,6.0,3.2,Purple,6000
FORD,Focus,2013,116800,Sedan,Tiptronic,Petrol,Front,4.0,2.0,Black,14113
KIA,Sorento EX,2013,107150,Jeep,Automatic,Petrol,Front,4.0,2.4,Carnelian red,25873
HYUNDAI,Elantra LIMITED,2012,97000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Brown,16935
TOYOTA,Camry SPORT PAKET,2016,19000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Silver,33870
HYUNDAI,Elantra,2012,103490,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,19121
TOYOTA,Highlander,2008,182024,Jeep,Automatic,Hybrid,4x4,6.0,3.3,Black,470
SSANGYONG,Actyon,2010,146664,Sedan,Automatic,Diesel,Front,4.0,2.0,White,15530
KIA,Optima,2016,30157,Sedan,Automatic,Petrol,Front,4.0,1.7,White,26500
MERCEDES-BENZ,GL 550,2009,214400,Jeep,Tiptronic,Petrol,4x4,8.0,5.5,Black,42651
HYUNDAI,Elantra,2011,154900,Sedan,Automatic,Petrol,Front,4.0,1.6,White,18240
NISSAN,Juke,2016,181997,Jeep,Automatic,Petrol,4x4,4.0,1.6,Black,2117
FORD,Tourneo Connect,2003,0,Goods wagon,Manual,Diesel,Front,4.0,1.8,Blue,8154
BMW,X5,2014,110715,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,16621
VOLKSWAGEN,Golf,1996,160000,Hatchback,Manual,Petrol,Front,4.0,1.6,Blue,3000
MERCEDES-BENZ,E 350,2008,290922,Sedan,Automatic,Diesel,Rear,6.0,3.5,Silver,2195
FORD,Fiesta,2015,111374,Sedan,Automatic,Petrol,Front,4.0,1.6,Blue,470
HONDA,Elysion,2011,153000,Minivan,Automatic,Petrol,Front,4.0,2.0,Grey,13799
LAND ROVER,Range Rover Evoque რესტა,2016,59830,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,White,78403
MERCEDES-BENZ,SLK 32 AMG,2008,1000,Sedan,Tiptronic,Diesel,Front,8.0,1.5,Grey,3136
HYUNDAI,Sonata,2016,478704,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,13172
MERCEDES-BENZ,E 350,2010,18000,Sedan,Tiptronic,Petrol,Rear,6.0,3.5,Black,29793
MERCEDES-BENZ,E 350,2014,219030,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,29793
TOYOTA,Camry,2014,102397,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,784
JAGUAR,XF,2010,99210,Sedan,Automatic,Petrol,Front,4.0,5.0,Black,49143
MERCEDES-BENZ,C 32 AMG,2001,94000,Sedan,Tiptronic,Petrol,Rear,6.0,3.2,Silver,15681
FORD,Transit,2008,183000,Microbus,Manual,Petrol,Rear,6.0,2.4,Red,14740
CHEVROLET,Captiva,2013,93170,Jeep,Automatic,Diesel,Front,4.0,2.2,Grey,32973
SSANGYONG,Actyon,2016,23767,Jeep,Automatic,Diesel,Front,4.0,1.6,Black,42667
TOYOTA,Highlander,2009,318358,Sedan,Automatic,Hybrid,4x4,6.0,3.3,Black,1019
TOYOTA,Prius,2010,73402,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,706
LEXUS,CT 200h,2012,172346,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,23050
MERCEDES-BENZ,ML 350,2011,290501,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,3763
SSANGYONG,Actyon,2017,50750,Jeep,Automatic,Petrol,Front,4.0,1.6,White,42102
TOYOTA,Prius,2011,204800,Sedan,Automatic,Hybrid,Front,4.0,1.8,Silver,18189
TOYOTA,Prius,2013,69000,Hatchback,Variator,Hybrid,Front,4.0,1.8,Grey,23207
CHEVROLET,Cruze,2014,2000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Blue,10976
NISSAN,Teana,2006,155000,Sedan,Automatic,Petrol,Front,4.0,2.3,Black,9408
HYUNDAI,H1,2009,114985,Minivan,Automatic,Diesel,Front,4.0,2.5,Yellow,15329
HONDA,FIT,2017,49000,Hatchback,Automatic,Petrol,Front,4.0,1.5,White,39615
TOYOTA,Prius,2014,270410,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,941
MERCEDES-BENZ,E 300,2017,50963,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,56136
HYUNDAI,Sonata,2010,205972,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,15257
TOYOTA,Camry,2014,211200,Sedan,Variator,Petrol,Front,4.0,2.5,Black,80
HONDA,Civic,2010,88230,Sedan,Automatic,Petrol,Front,4.0,1.8,White,5645
AUDI,A3,2005,22200,Sedan,Tiptronic,Diesel,Front,4.0,2.0,Beige,16621
HYUNDAI,Sonata,2014,587027,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,8386
TOYOTA,Prius,2012,120000,Sedan,Variator,Hybrid,Front,4.0,1.6,White,20
FORD,Transit,2007,189000,Microbus,Manual,Diesel,Rear,4.0,2.4,Silver,20385
TOYOTA,Prius,2010,165779,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Red,11290
TOYOTA,Aqua,2013,105200,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,10036
SSANGYONG,REXTON,2011,190000,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,22357
CHEVROLET,Orlando,2012,139633,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,19416
BMW,X5,2011,208000,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Grey,22266
LEXUS,GX 460,2015,188078,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,5018
BMW,328,2013,201360,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Silver,21953
HYUNDAI,Genesis,2009,52749,Coupe,Automatic,Petrol,Front,4.0,2.0,Blue,15608
HYUNDAI,Tucson,2016,100184,Jeep,Automatic,Diesel,Front,4.0,1.7,White,45210
UAZ,31514 UAZ,2000,50000,Microbus,Manual,Petrol,4x4,4.0,2.5,Grey,6272
HYUNDAI,H1,2014,173490,Minivan,Automatic,Diesel,Front,4.0,2.5,Black,23436
OPEL,Combo,2005,167000,Universal,Manual,CNG,Front,4.0,1.6,White,8781
BMW,X5,2009,153515,Jeep,Automatic,Petrol,4x4,8.0,4.8,Grey,8938
VOLKSWAGEN,Golf 3,1996,0,Goods wagon,Manual,Diesel,Front,4.0,1.7,White,3300
HYUNDAI,Tucson,2019,31200,Sedan,Automatic,Petrol,4x4,4.0,2.0,Blue,22580
TOYOTA,Corolla,2018,78608,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,6429
BMW,528,1999,220000,Sedan,Tiptronic,LPG,Rear,6.0,2.8,Black,8467
HYUNDAI,Elantra,2012,87000,Coupe,Tiptronic,Petrol,Front,4.0,1.8,Black,12858
HYUNDAI,Santa FE,2020,43865,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,97235
LEXUS,RX 450,2011,101816,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,188
FORD,Transit,1990,100000,Microbus,Manual,Diesel,Rear,4.0,2.5,Red,5000
HYUNDAI,Elantra,2010,110000,Sedan,Automatic,Petrol,Front,4.0,1.6,White,13739
BMW,X5,2012,103458,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,8154
LEXUS,CT 200h,2012,192683,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,1019
MERCEDES-BENZ,E 350,2014,101424,Sedan,Automatic,Petrol,4x4,8.0,5.5,Grey,32302
HYUNDAI,Sonata SPORT,2015,70296,Sedan,Tiptronic,Petrol,Front,4.0,2.4,White,24462
TOYOTA,Prius,2011,129000,Sedan,Variator,Hybrid,Front,4.0,1.8,Grey,17876
HYUNDAI,Tucson,2010,53232,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,15053
BMW,X5,2003,1000,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Silver,16000
MERCEDES-BENZ,E 350,2009,109139,Sedan,Automatic,Diesel,Rear,6.0,3.5,Black,3450
MERCEDES-BENZ,ML 350,2011,0,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,2666
HYUNDAI,Accent,2014,181232,Sedan,Automatic,Diesel,Front,4.0,1.6,Grey,15035
CITROEN,Berlingo,2002,190000,Goods wagon,Manual,Diesel,Front,4.0,1.9,Blue,7840
VOLVO,S70,2000,306786,Sedan,Automatic,Petrol,Front,5.0,2.4,Silver,470
TOYOTA,Aqua,2014,20000,Hatchback,Automatic,Petrol,Front,4.0,1.5,Black,31211
CHEVROLET,Volt,2012,162190,Hatchback,Automatic,Hybrid,Front,4.0,1.4,Blue,4547
FORD,Fusion HIBRID,2010,156000,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,17876
HONDA,Step Wagon,2011,96000,Minivan,Automatic,Petrol,4x4,4.0,2.0,Black,22580
CHEVROLET,Spark,2017,28227,Sedan,Automatic,Petrol,Front,3.0,1.0,Black,12858
HYUNDAI,Elantra,2007,184297,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,8097
TOYOTA,Land Cruiser,2015,93000,Jeep,Manual,Diesel,4x4,8.0,4.6,White,103491
BMW,X5,2011,139363,Sedan,Automatic,Petrol,4x4,8.0,4.4,Black,157
MERCEDES-BENZ,S 550 LONG,2008,122000,Sedan,Tiptronic,Petrol,Rear,8.0,5.5,White,300
LEXUS,GX 460,2015,102907,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,314
MERCEDES-BENZ,ML 280,2008,218000,Jeep,Automatic,Diesel,4x4,6.0,3.0,Grey,27598
LEXUS,RX 450,2011,101816,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,188
TOYOTA,Tundra,2016,254805,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,941
LEXUS,GX 470 SUV 4D (4.7L V8 S,2008,329600,Jeep,Tiptronic,LPG,4x4,8.0,4.7,Golden,52687
MAZDA,Eunos 500,2012,174552,Sedan,Automatic,Petrol,Front,4.0,2.5,Red,784
MERCEDES-BENZ,E 350,2011,119379,Sedan,Automatic,Diesel,4x4,6.0,3.5,Silver,16621
VOLKSWAGEN,Passat,2014,211512,Sedan,Tiptronic,Diesel,Front,4.0,2.0,Black,18817
HYUNDAI,Genesis,2010,191263,Coupe,Automatic,Petrol,Front,4.0,2.0,White,16753
VOLKSWAGEN,Jetta,2014,168637,Sedan,Automatic,Diesel,Front,4.0,2.0,Brown,9565
MERCEDES-BENZ,C 180,1995,58008888,Sedan,Manual,CNG,Rear,4.0,2.0,Blue,6272
HYUNDAI,Sonata,2012,0,Sedan,Automatic,Hybrid,Front,4.0,2.4,Red,706
TOYOTA,Vitz RS,2001,150000,Sedan,Manual,Petrol,Front,4.0,1.5,White,12541
VOLKSWAGEN,Passat,2013,86000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Blue,18503
HYUNDAI,Sonata,2013,38853,Sedan,Automatic,Petrol,Front,4.0,2.0,White,11259
TOYOTA,Aqua S,2013,149000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Blue,14113
BMW,328,2016,23000,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Grey,46101
TOYOTA,Aqua,2013,80000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Blue,10976
MERCEDES-BENZ,E 300,2017,26802,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,314
HYUNDAI,Tucson,2011,53463,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,16151
TOYOTA,Prius,2011,146184,Jeep,Automatic,Hybrid,Front,4.0,1.8,White,392
TOYOTA,Camry Hybrid,2018,27000,Sedan,Tiptronic,Hybrid,Front,4.0,2.5,Black,72130
MERCEDES-BENZ,Sprinter 316,2005,25600,Microbus,Tiptronic,Diesel,Rear,4.0,2.7,Silver,19444
CHEVROLET,Cruze,2018,39466,Sedan,Automatic,Petrol,Front,4.0,1.4,Black,941
TOYOTA,Aqua,2012,150000,Sedan,Automatic,Hybrid,Rear,2.0,1.5,Blue,50
BMW,525 TDI,1994,111111,Sedan,Manual,Diesel,Rear,4.0,2.5,Black,8781
NISSAN,Juke,2012,173576,Jeep,Automatic,Petrol,4x4,4.0,1.6,Red,3763
MITSUBISHI,Colt,2005,88000,Universal,Automatic,Petrol,Front,4.0,1.3,White,8467
LEXUS,RX 350,2011,181189,Jeep,Automatic,Petrol,4x4,6.0,3.5,White,549
OPEL,Zafira,2001,300000,Minivan,Manual,Diesel,Front,4.0,2.0,Black,9252
HYUNDAI,Santa FE,2015,85139,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,48403
BMW,330,2016,51000,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Blue,51746
LEXUS,RC F F SPORT,2017,12800,Coupe,Tiptronic,Petrol,Rear,6.0,3.5,Black,68994
LEXUS,RX 400,2008,224629,Jeep,Automatic,Hybrid,4x4,6.0,3.3,Silver,8154
TOYOTA,Camry,2012,121318,Sedan,Automatic,Petrol,Front,4.0,2.5,Grey,5175
VOLKSWAGEN,Passat,2012,75000,Sedan,Tiptronic,Petrol,Front,5.0,2.5,Black,18503
SUBARU,Forester,2014,72613,Jeep,Automatic,Petrol,4x4,4.0,2.0,White,549
CHEVROLET,Captiva,2011,106000,Jeep,Automatic,Diesel,Front,4.0,2.2,Black,19482
HYUNDAI,Elantra,2011,157827,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,17158
VOLKSWAGEN,Passat,2004,59439,Sedan,Tiptronic,Petrol,4x4,8.0,4.0,Silver,12074
HYUNDAI,Elantra,2016,31780,Sedan,Automatic,LPG,Front,4.0,1.6,Black,20855
AUDI,Q5,2016,56240,Jeep,Automatic,Petrol,4x4,4.0,2.0,Grey,47042
HYUNDAI,H1,2014,174485,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,27924
NISSAN,Versa,2012,165758,Hatchback,Automatic,Petrol,Front,4.0,1.8,Black,8467
HUMMER,H3,2006,185482,Jeep,Automatic,Petrol,4x4,5.0,3.5,Black,24618
MERCEDES-BENZ,E 240,2002,312000,Sedan,Tiptronic,Petrol,Rear,6.0,2.6,Silver,6272
TOYOTA,Prius,2008,246629,Sedan,Automatic,Hybrid,Front,4.0,1.5,Black,2901
TOYOTA,Prius,2012,59000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,20385
LEXUS,RX 450,2011,101816,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,188
NISSAN,Altima,2015,160795,Sedan,Automatic,Petrol,Front,4.0,2.5,Grey,470
FORD,Mondeo,2004,230000,Goods wagon,Automatic,Diesel,Front,4.0,2.2,Black,6899
MERCEDES-BENZ,ML 350,2010,160000,Jeep,Tiptronic,Petrol,4x4,6.0,3.5,Black,26657
MERCEDES-BENZ,S 500,2001,160000,Sedan,Tiptronic,Petrol,Rear,8.0,5.0,Black,14113
FORD,C-MAX,2013,74000,Jeep,Automatic,Hybrid,Front,4.0,2.0,Carnelian red,20385
MERCEDES-BENZ,S 430,2000,0,Sedan,Tiptronic,Petrol,Rear,8.0,4.3,Silver,9408
MERCEDES-BENZ,ML 350,2012,180659,Jeep,Automatic,Diesel,4x4,8.0,4.6,Black,1725
LEXUS,GX 460,2015,102907,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,706
SUZUKI,SX4,2013,250000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,White,11604
HYUNDAI,Sonata,2015,311337,Sedan,Automatic,LPG,Front,4.0,2.0,White,10976
HYUNDAI,Elantra,2015,117000,Sedan,Automatic,Petrol,Front,4.0,1.6,White,25889
TOYOTA,Camry,2013,225510,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,314
OPEL,Astra,2000,228982,Hatchback,Manual,Petrol,Front,4.0,1.6,Blue,7370
BMW,X5,2012,273962,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,220
TOYOTA,Camry,2012,214098,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,4077
HYUNDAI,Santa FE,2015,36819,Jeep,Automatic,Diesel,Front,4.0,2.0,White,55638
FORD,Fusion,2015,60000,Sedan,Automatic,Petrol,Front,4.0,1.5,Black,23521
MERCEDES-BENZ,E 350,2012,171221,Sedan,Automatic,Diesel,Rear,6.0,3.0,Black,9565
